"","gene","baseMean","log2FoldChange","lfcSE","pvalue","padj","symbol","Entrez","Description"
"16","AT1G07080",5767.43165929235,-0.914177257831993,0.115229602710363,5.42055111480979e-06,0.000143406100293408,"AT1G07080",837219,"Thioredoxin superfamily protein(AT1G07080)"
"17","AT4G01850",5786.47265233094,0.807017812654333,0.130354700371121,0.00120163043494435,0.0166732525106054,"SAM2",826987,"S-adenosylmethionine synthetase 2(SAM-2)"
"18","AT2G35300",6236.43947618641,-1.07517185131399,0.254201982601981,0.00269242444222381,0.0333061632061127,"LEA18",818097,"Late embryogenesis abundant protein, group 1 protein(LEA18)"
"19","AT3G16460",6024.07285674865,2.33765248214089,0.189777609827026,4.51468306884136e-25,1.37815909926077e-22,"JAL34",820894,"Mannose-binding lectin superfamily protein(JAL34)"
"20","AT3G54940",5453.89050079458,-1.26809885855759,0.188995192241069,1.35136267067403e-06,4.08904910476318e-05,"AT3G54940",824659,"Papain family cysteine protease(AT3G54940)"
"21","AT1G66270",5658.61429258011,7.37188124867287,0.287016195186103,2.12261996926741e-132,2.1058512715102e-128,"BGLU21",842944,"Glycosyl hydrolase superfamily protein(BGLU21)"
"22","AT1G54000",5477.76724764663,1.04913007905544,0.201400041545292,0.000576835257029565,0.0088042808999851,"GLL22",841838,"GDSL-like Lipase/Acylhydrolase superfamily protein(GLL22)"
"23","AT5G44340",4542.34660976069,1.24062165086312,0.300484575280696,0.00147751143320617,0.020052518370504,"TUBB4",834459,"tubulin beta chain 4(TUB4)"
"24","AT4G30290",3521.4415624383,1.46903777550139,0.11588931930327,1.88912173522667e-20,3.98765462450719e-18,"XTH19",829152,"xyloglucan endotransglucosylase/hydrolase 19(XTH19)"
"25","AT4G16160",4837.82324545471,-1.0920971383253,0.183930933388262,7.16562605062434e-05,0.00143907238964057,"OEP162",827308,"Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein(ATOEP16-2)"
"26","AT1G20620",4779.74313094128,2.08122671612017,0.184979940674686,1.70424483216513e-20,3.63608881288393e-18,"CAT3",838651,"catalase 3(CAT3)"
"27","AT1G08200",4287.72742346779,0.951968869489303,0.0823320176043244,1.94244948748e-11,1.34762527029993e-09,"AXS2",837341,"UDP-D-apiose/UDP-D-xylose synthase 2(AXS2)"
"28","AT3G57520",3443.35798300614,-1.02363670900726,0.147400640791817,1.13196134076857e-05,0.000277974961924876,"RFS2",824919,"seed imbibition 2(SIP2)"
"29","AT5G38410",4438.39816059178,1.28755045185488,0.181597955841809,3.64192022281069e-07,1.21043519365175e-05,"RBCS-3B",833828,"Ribulose bisphosphate carboxylase (small chain) family protein(RBCS3B)"
"30","AT5G26280",4214.2469226213,1.24324870023805,0.154058526659092,2.11442755423523e-08,8.88865922269818e-07,"AT5G26280",832697,"TRAF-like family protein(AT5G26280)"
"31","AT1G54410",4438.23943491053,1.60874778652133,0.488002316188891,0.00217358938535654,0.0277352801184852,"AT1G54410",841883,"dehydrin family protein(AT1G54410)"
"32","AT2G47730",3730.54347074407,1.73959916601897,0.177330595611637,1.20307068841609e-14,1.31885793367691e-12,"GSTF8",819386,"glutathione S-transferase phi 8(GSTF8)"
"33","AT5G45670",3566.86302280671,1.78233551395856,0.155322385515209,1.65033062760431e-19,3.21037846205145e-17,"AT5G45670",834606,"GDSL-like Lipase/Acylhydrolase superfamily protein(AT5G45670)"
"34","AT1G62710",3725.88580243843,-0.819238116087349,0.134088338127786,0.00116414528863988,0.016232572116898,"bVPE",842569,"beta vacuolar processing enzyme(BETA-VPE)"
"35","AT4G39330",3422.62237027313,1.91717359452306,0.178207020378046,4.41093317377035e-18,7.17391278966814e-16,"CAD9",830088,"cinnamyl alcohol dehydrogenase 9(CAD9)"
"36","AT5G23820",4228.57856022167,2.38222575408517,0.219652003954656,3.76565814570262e-20,7.78314467989909e-18,"AT5G23820",832447,"MD-2-related lipid recognition domain-containing protein(AT5G23820)"
"37","AT5G26260",4071.43717114522,6.30141296106946,0.255368444549801,1.7118918308592e-116,8.49183942697708e-113,"AT5G26260",832695,"TRAF-like family protein(AT5G26260)"
"38","AT3G24650",3392.19410290717,-1.40647385510049,0.374755888091339,0.00156738460951184,0.0209710353485731,"ABI3",822061,"AP2/B3-like transcriptional factor family protein(ABI3)"
"39","AT5G02240",3424.52538569019,1.00220693415581,0.176797133399361,0.000308972931291733,0.00517353662674309,"AT5G02240",830851,"NAD(P)-binding Rossmann-fold superfamily protein(AT5G02240)"
"40","AT1G80640",2695.11347485351,-0.958712808370057,0.173148849387608,0.00064307791827507,0.0096739591011478,"AT1G80640",844403,"Protein kinase superfamily protein(AT1G80640)"
"41","AT4G21020",3903.77256418165,-1.56651648603824,0.445318344569899,0.00153909199360767,0.0206481834598806,"AT4G21020",827849,"Late embryogenesis abundant protein (LEA) family protein(AT4G21020)"
"42","AT5G51750",3677.02468557713,1.00069406195869,0.141987548571859,1.27013091709377e-05,0.000307715966507626,"ATSBT1.3",835249,"subtilase 1.3(SBT1.3)"
"43","AT3G16400",3615.14795805282,1.75084505122573,0.159248321717394,7.40572797073726e-18,1.16622582853467e-15,"NSP1",820887,"nitrile specifier protein 1(NSP1)"
"44","AT5G54770",2548.12238227128,1.79645144704256,0.292188526860304,3.33343936961461e-07,1.11350343387025e-05,"THI1",835567,"thiazole biosynthetic enzyme, chloroplast (ARA6) (THI1) (THI4)(THI1)"
"45","AT4G01310",3309.89393309465,0.794011493423646,0.136907088330971,0.00273528608653475,0.0336893522836886,"RPL5",827947,"Ribosomal L5P family protein(AT4G01310)"
"46","AT3G59970",3052.17156559396,1.17762651437696,0.228728418965884,0.000228582357320797,0.00398552823722254,"MTHFR1",825167,"methylenetetrahydrofolate reductase 1(MTHFR1)"
"47","AT3G16370",2980.71942437421,5.21244352025578,0.183263540705226,1.21745479258788e-153,2.41567379945287e-149,"APG",820884,"GDSL-like Lipase/Acylhydrolase superfamily protein(AT3G16370)"
"48","AT1G09310",2609.65111848359,3.52825766657226,0.623998887432062,4.33984229307962e-08,1.71195130773928e-06,"AT1G09310",837452,"plant/protein (Protein of unknown function, DUF538)(AT1G09310)"
"49","AT3G02230",3261.20355029466,0.796225652880456,0.120864699511209,0.000743900180499744,0.010990668191717,"RGP1",821233,"reversibly glycosylated polypeptide 1(RGP1)"
"50","AT1G54580",2778.54814644612,0.978735126354681,0.152783212509647,8.57089423858367e-05,0.00168881512891735,"ACP2",841900,"acyl carrier protein 2(ACP2)"
"51","AT1G02500",2640.89366705419,1.75841409901974,0.130126843055263,6.51546553557244e-26,2.22896322684187e-23,"SAM1",839501,"S-adenosylmethionine synthetase 1(SAM1)"
"52","AT1G78300",2631.07200159263,0.81250679982567,0.149104936074131,0.00362888598605281,0.0429507601479632,"GRF2",844165,"general regulatory factor 2(GRF2)"
"53","AT5G65020",2952.10489977754,1.73837791445048,0.144994745980789,1.0808892008327e-20,2.33119603510026e-18,"ANN2",836626,"annexin 2(ANNAT2)"
"54","AT3G20370",3248.96284347541,1.58670258505663,0.213768202815738,7.36815016806093e-09,3.36863676577569e-07,"AT3G20370",821582,"TRAF-like family protein(AT3G20370)"
"55","AT5G52920",2372.58273332128,0.73907073105286,0.108377359183566,0.00177100652787576,0.0232717294874906,"PKP2",835369,"plastidic pyruvate kinase beta subunit 1(PKP-BETA1)"
"56","AT4G21990",1941.64896441561,1.23253469860827,0.094178483194858,7.64819821380078e-19,1.36716710773185e-16,"3-Apr",828288,"APS reductase 3(APR3)"
"57","AT3G23730",2647.31309389217,0.830222610513633,0.14309854420932,0.00165522793947485,0.0219392336506746,"XTH16",821955,"xyloglucan endotransglucosylase/hydrolase 16(XTH16)"
"58","AT1G09780",2641.15055194967,1.03005178119907,0.231329061108573,0.00257518158781196,0.0320155094394517,"PGM1",837507,"Phosphoglycerate mutase, 2,3-bisphosphoglycerate-independent(iPGAM1)"
"59","AT4G36250",2659.97359596931,1.08270165632066,0.103840615279167,3.50050238796468e-11,2.34651920209443e-09,"ALDH3F1",829782,"aldehyde dehydrogenase 3F1(ALDH3F1)"
"60","AT1G49240",2462.0278471474,1.10794785330104,0.2744814195846,0.00343462454456958,0.0410788548603675,"ACT8",841347,"actin 8(ACT8)"
"61","AT5G64130",2545.88856703997,1.04289044957775,0.188031688260698,0.000272695918167256,0.00464848145040782,"AT5G64130",836534,"cAMP-regulated phosphoprotein 19-related protein(AT5G64130)"
"62","AT5G22500",1888.83987142277,1.53723603363523,0.142908085689072,7.10235027427928e-16,9.15096325599022e-14,"FAR1",832311,"fatty acid reductase 1(FAR1)"
"63","AT1G15210",2409.68726488712,1.06199879421539,0.217410157332983,0.000950350496344075,0.0136742962642923,"ABCG35",838087,"pleiotropic drug resistance 7(ABCG35)"
"64","AT1G10670",2524.07046660945,1.33337897142245,0.0945467122761869,4.04945342427781e-23,1.01707917524709e-20,"ACLA-1",837610,"ATP-citrate lyase A-1(ACLA-1)"
"65","AT2G28840",2564.47952925726,1.50152319966026,0.178548003758366,2.18884569106696e-10,1.26991450883481e-08,"XBAT31",817433,"hypothetical protein(XBAT31)"
"66","AT5G57390",2438.4194872548,-1.03464477037506,0.211253623339997,0.00115342372235782,0.016117065844383,"AIL5",835845,"AINTEGUMENTA-like 5(AIL5)"
"67","AT2G38540",2499.22338765986,1.3906318473241,0.258537671917279,4.16896594422443e-05,0.00089042650447041,"LTP1",818436,"lipid transfer protein 1(LP1)"
"68","AT1G07985",2420.85304900602,-1.41949066199502,0.366447759053012,0.00101403907921669,0.0144130110385513,"AT1G07985",2745747,"Expressed protein(AT1G07985)"
"69","AT4G18970",2291.6290407443,3.84486952336822,0.170300010936168,8.30261388257292e-92,2.74567441096687e-88,"AT4G18970",827632,"GDSL-like Lipase/Acylhydrolase superfamily protein(AT4G18970)"
"70","AT5G22800",1402.05028872495,1.56454863774433,0.203445455030697,2.91870884021501e-09,1.42292434416576e-07,"EMB86",832343,"Alanyl-tRNA synthetase, class IIc(EMB1030)"
"71","AT3G20390",2262.66178982811,0.938311113337553,0.163508066862016,0.000418258422762115,0.00671446895181706,"RIDA",821584,"endoribonuclease L-PSP family protein(AT3G20390)"
"72","AT1G55850",1713.49879604928,0.677694666778243,0.0935035087137048,0.00282102879048694,0.0346379042455705,"CSLE1",842035,"cellulose synthase like E1(CSLE1)"
"73","AT1G22530",1767.32881182557,1.01877862203406,0.107995244163376,7.85763146284941e-09,3.57575106787876e-07,"PATL2",838859,"PATELLIN 2(PATL2)"
"74","AT5G60920",2068.44745231721,1.21420493687909,0.119035061387377,4.44745400794714e-12,3.35090032228814e-10,"COB",836213,"COBRA-like extracellular glycosyl-phosphatidyl inositol-anchored protein family(COB)"
"75","AT1G65090",2567.66451755946,-1.34823190695132,0.252826452435585,5.02511716155434e-05,0.00105066780526408,"AT1G65090",842817,"nucleolin(AT1G65090)"
"76","AT4G18030",2090.15296725538,1.15142108973149,0.154916884278877,6.19641797909646e-07,1.98625727853364e-05,"AT4G18030",827528,"S-adenosyl-L-methionine-dependent methyltransferases superfamily protein(AT4G18030)"
"77","AT3G10450",1525.15524209897,-1.09023050137711,0.189715580406388,0.000109077725332723,0.00209113065319023,"SCPL7",820209,"serine carboxypeptidase-like 7(SCPL7)"
"78","AT4G37930",1831.26540011063,1.54383779816933,0.318058615783245,7.04679586683018e-05,0.00141951800598624,"SHM1",829949,"serine transhydroxymethyltransferase 1(SHM1)"
"79","AT3G11930",2036.10177816261,1.46803873360001,0.246627192945086,4.06300342433813e-06,0.000110587261928281,"AT3G11930",820366,"Adenine nucleotide alpha hydrolases-like superfamily protein(AT3G11930)"
"80","AT5G19140",1826.70446868893,1.32991433870774,0.188765954624912,3.03188491189485e-07,1.0233017684856e-05,"ATAILP1",832034,"aluminum induced protein with YGL and LRDR motifs(AILP1)"
"81","AT5G03630",1766.74064008431,1.72729162893859,0.2949629951439,1.3714050997159e-06,4.12919878430394e-05,"ATMDAR2",831774,"Pyridine nucleotide-disulfide oxidoreductase family protein(ATMDAR2)"
"82","AT5G43060",1799.68439622643,1.43798104729508,0.211305239885801,2.66070074119311e-07,9.08668229031906e-06,"AT5G43060",834321,"Granulin repeat cysteine protease family protein(RD21B)"
"83","AT1G05850",2042.19144133435,1.07328964493788,0.186602974717748,0.000142434600225267,0.00264195141876559,"CTL1",837095,"Chitinase family protein(POM1)"
"84","AT1G78660",2049.19136944096,1.22665339635844,0.125623018044958,2.4680827750822e-11,1.68287623447358e-09,"GGH1",844202,"gamma-glutamyl hydrolase 1(GGH1)"
"85","AT2G24270",2009.69558509302,1.10624198292903,0.178204050895106,3.47637885637471e-05,0.000758632652456455,"ALDH11A3",816962,"aldehyde dehydrogenase 11A3(ALDH11A3)"
"86","AT5G54160",1488.08492917682,2.64907814477397,0.129681673592805,2.5324087823796e-68,4.18733792166468e-65,"OMT1",835504,"O-methyltransferase 1(OMT1)"
"87","AT3G29360",1775.34006380711,0.891038726432575,0.150718803153281,0.000615598899223088,0.00935276673689473,"UGD2",822594,"UDP-glucose 6-dehydrogenase family protein(UGD2)"
"88","AT2G15090",1595.70943407634,1.37499359942504,0.18255745888881,3.14205259944298e-08,1.28017674903794e-06,"KCS8",815998,"3-ketoacyl-CoA synthase 8(KCS8)"
"89","AT1G31812",1701.34220526604,1.42872629740034,0.296025600257415,0.0001258331429867,0.00237336618169402,"ACBP6",840069,"acyl-CoA-binding protein 6(ACBP6)"
"90","AT2G02100",1900.1633676121,2.01159643343941,0.259284284191837,9.22874288131494e-11,5.66924818114709e-09,"PDF2.2",814741,"low-molecular-weight cysteine-rich 69(LCR69)"
"91","AT1G20010",1851.304792502,1.0955150487855,0.184679201003114,7.14313171337041e-05,0.00143600830249945,"TUBB5",838590,"tubulin beta-5 chain(TUB5)"
"92","AT5G43330",1593.6374165502,1.20240933594677,0.249653021421536,0.00042402129387613,0.0067959858748709,"MDH2",834351,"Lactate/malate dehydrogenase family protein(c-NAD-MDH2)"
"93","AT2G22170",2027.10233484919,1.62540722561558,0.279078725502258,2.57705952932452e-06,7.33630059983603e-05,"AT2G22170",816751,"Lipase/lipooxygenase, PLAT/LH2 family protein(PLAT2)"
"94","AT2G36270",1819.23181242196,-1.54544515094465,0.34647323166826,0.000167525412835643,0.0030356522753286,"ABI5",818199,"Basic-leucine zipper (bZIP) transcription factor family protein(ABI5)"
"95","AT3G43720",1615.88210782718,1.22163605623947,0.209001672581771,2.97408808205154e-05,0.000663054558697378,"LTPG2",823481,"Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein(LTPG2)"
"96","AT5G10480",1672.49902381869,1.06715713210933,0.188301781027827,0.000165294198194833,0.00299847096266714,"PAS2",830912,"Protein-tyrosine phosphatase-like, PTPLA(PAS2)"
"97","AT1G49430",1406.81028890217,1.38002612382258,0.187317999643562,5.20573058488909e-08,2.03330917845215e-06,"LACS2",841367,"long-chain acyl-CoA synthetase 2(LACS2)"
"98","AT1G20260",1762.06535722289,0.772182852569827,0.127183173385534,0.00241139190589017,0.0302254189492563,"VHA-B3",838614,"ATPase, V1 complex, subunit B protein(VAB3)"
"99","AT2G36880",1818.39184698682,1.48226351179732,0.188252959307332,2.72470564280091e-09,1.33567989397758e-07,"METK3",818260,"methionine adenosyltransferase 3(MAT3)"
"100","AT4G27440",1694.60950259803,5.98990176369994,0.242675965498024,4.45577860162427e-117,2.94705196711429e-113,"PORB",828853,"protochlorophyllide oxidoreductase B(PORB)"
"101","AT4G30440",1582.80536678051,1.11830563136617,0.151510452418461,9.87318172117536e-07,3.05621952748146e-05,"GAE1",829167,"UDP-D-glucuronate 4-epimerase 1(GAE1)"
"102","AT1G03790",1621.45956093036,-0.97835883473695,0.168046279791488,0.000263450413056062,0.00451414775117303,"SOM",839408,"Zinc finger C-x8-C-x5-C-x3-H type family protein(SOM)"
"103","AT3G56940",1658.62614217159,1.68081135858888,0.234784909139237,1.19648552797526e-08,5.27570352135225e-07,"CRD1",824861,"dicarboxylate diiron protein, putative (Crd1)(CRD1)"
"104","AT5G59290",1710.09178630342,1.13630013684325,0.128913866096418,8.02050616699442e-09,3.63339916359597e-07,"UXS3",836047,"UDP-glucuronic acid decarboxylase 3(UXS3)"
"105","AT1G72970",1691.50146052483,1.56127264851004,0.134714966721978,2.45330057698615e-18,4.12528729225078e-16,"HTH",843628,"Glucose-methanol-choline (GMC) oxidoreductase family protein(HTH)"
"106","AT4G23850",1425.85835686822,1.10825680913924,0.169496882293017,1.295367913569e-05,0.000313065653362195,"LACS4",828484,"AMP-dependent synthetase and ligase family protein(LACS4)"
"107","AT4G23050",1551.25598097127,-0.962960602765708,0.126669293812832,5.07400366167049e-06,0.000135055406767322,"AT4G23050",828404,"PAS domain-containing protein tyrosine kinase family protein(AT4G23050)"
"108","AT4G30470",1242.5709511057,1.09160531254602,0.211744813949756,0.000441032350511881,0.00702888666574838,"AT4G30470",829170,"NAD(P)-binding Rossmann-fold superfamily protein(AT4G30470)"
"109","AT1G76680",1273.26513228515,2.694097595318,0.205451577749283,9.86213224532996e-30,3.99355975534361e-27,"OPR1",844001,"12-oxophytodienoate reductase 1(OPR1)"
"110","AT3G50980",1784.35815857868,-1.30959878824074,0.252270180486293,8.18183260852509e-05,0.00162181740877477,"XERO1",824262,"dehydrin xero 1(XERO1)"
"111","AT3G23820",1647.69830513203,1.06020549930684,0.245919388340087,0.00276888527677694,0.0340608937766944,"GAE6",821965,"UDP-D-glucuronate 4-epimerase 6(GAE6)"
"112","AT3G55360",1445.71257141329,1.16794210283558,0.305353294846155,0.00362066290364465,0.0429158861016231,"ECR",824702,"3-oxo-5-alpha-steroid 4-dehydrogenase family protein(CER10)"
"113","AT1G78570",1485.85706586241,0.817531326566613,0.134963602072617,0.00124779435745282,0.0172294611277514,"RHM1",844193,"rhamnose biosynthesis 1(RHM1)"
"114","AT3G27060",1515.17847921777,1.77652284892827,0.169236718190972,1.31532945787877e-16,1.85097639030004e-14,"TSO2",822324,"Ferritin/ribonucleotide reductase-like family protein(TSO2)"
"115","AT2G16060",1534.74499434331,1.4354099765276,0.305280726634166,0.000163629108667245,0.00297592004965672,"AHB1",816103,"hemoglobin 1(HB1)"
"116","AT4G19880",1194.99753733233,1.01976912395605,0.171698982129929,0.000151311701602408,0.00278508978032929,"AT4G19880",827734,"Glutathione S-transferase family protein(AT4G19880)"
"117","AT1G17180",1184.46526837523,4.43412323661722,0.200965898243853,2.74603654618337e-90,7.78383673562435e-87,"GSTU25",838289,"glutathione S-transferase TAU 25(GSTU25)"
"118","AT2G29550",1459.56676524589,1.13279746844543,0.179018310843855,1.71852566846056e-05,0.000403538299569165,"TUBB7",817504,"tubulin beta-7 chain(TUB7)"
"119","AT4G22010",1722.17900681012,2.22960321031242,0.215738376390915,3.96035569322709e-18,6.60347711470689e-16,"sks4",828290,"SKU5 similar 4(sks4)"
"120","AT3G53420",1480.97613761717,2.77559800634031,0.179326381865155,1.65612668649372e-40,1.06002792623898e-37,"PIP2-1",824510,"plasma membrane intrinsic protein 2A(PIP2A)"
"121","AT2G38120",1291.21086065769,1.02374638015448,0.170642042597172,0.000120478374325245,0.0022897815166298,"AUX1",818390,"Transmembrane amino acid transporter family protein(AUX1)"
"122","AT2G39730",1461.22715443113,2.38613391588536,0.287672821387082,7.31104679963909e-13,5.99445415696028e-11,"RCA",818558,"rubisco activase(RCA)"
"123","AT1G66280",1708.95901919335,2.74236519484456,0.295972845472834,6.16501119129068e-16,8.06282842403412e-14,"BGLU22",842945,"Glycosyl hydrolase superfamily protein(BGLU22)"
"124","AT3G48700",1400.56571590183,1.22868520274072,0.263752629364482,0.000524383010902662,0.00814785254685248,"CXE13",824031,"carboxyesterase 13(CXE13)"
"125","AT4G26970",1210.32542481541,1.1257910738382,0.208276803539622,0.000190379337087426,0.00339398634904646,"ACO3",828805,"aconitase 2(ACO2)"
"126","AT2G02130",1619.47532039326,1.75768309327678,0.284494126978558,3.7919825313691e-07,1.25610212666821e-05,"PDF2.3",814744,"low-molecular-weight cysteine-rich 68(LCR68)"
"127","AT1G27461",1574.64945337622,-1.70174348746218,0.281867957739955,8.31985659637209e-07,2.6079398828628e-05,"AT1G27461",6240762,"hypothetical protein(AT1G27461)"
"128","AT1G06680",1439.73614747352,1.3111033595939,0.290023488015767,0.00048043982011194,0.00756578326242946,"PSBP1",837178,"photosystem II subunit P-1(PSBP-1)"
"129","AT3G13750",1193.94400100917,0.990804905751235,0.16978770022752,0.000251792998609432,0.00433651687647722,"BGAL1",820584,"beta galactosidase 1(BGAL1)"
"130","AT5G46110",1558.8347528881,3.3521464460135,0.221232593801239,2.64209144704804e-41,1.80773718939059e-38,"TPT",834652,"Glucose-6-phosphate/phosphate translocator-like protein(APE2)"
"131","AT1G27300",1208.26541194366,-0.80114382345082,0.140047689314315,0.00272646126836207,0.0336224017941828,"AT1G27300",839619,"transmembrane protein(AT1G27300)"
"132","AT5G08370",1294.99650859346,1.42272099976324,0.235935822796683,4.36662526044575e-06,0.000117881059071789,"AGAL2",830735,"alpha-galactosidase 2(AGAL2)"
"133","AT3G56800",1384.93519140955,0.891497393360682,0.188151651605452,0.00432010653448869,0.0498949673209107,"CAM2",824847,"calmodulin 3(CAM3)"
"134","AT5G49460",1302.06134282015,1.43923971218519,0.22160858584398,7.85776948057929e-07,2.4748232068834e-05,"ACLB-2",835006,"ATP citrate lyase subunit B 2(ACLB-2)"
"135","AT1G21000",1153.59449116945,-0.762486973891907,0.106014012435418,0.000540949461278716,0.00836595417824808,"AT1G21000",838694,"PLATZ transcription factor family protein(AT1G21000)"
"136","AT2G43710",1218.09460653233,0.967688384400433,0.173743134096061,0.000550074395462909,0.0084543579820101,"FAB2",818973,"Plant stearoyl-acyl-carrier-protein desaturase family protein(SSI2)"
"137","AT5G49360",1388.7785305394,4.87375381645187,0.273586922012078,1.21391326529477e-59,1.60576446733192e-56,"BXL1",834996,"beta-xylosidase 1(BXL1)"
"138","AT2G47240",1123.84062673586,1.30093790222083,0.179757715662976,1.79112166617556e-07,6.32374307833728e-06,"LACS1",819337,"AMP-dependent synthetase and ligase family protein(LACS1)"
"139","AT4G25640",1217.76683959498,1.42662620674818,0.10401619979579,3.5992835196806e-23,9.15602353814134e-21,"ATDTX35",828669,"detoxifying efflux carrier 35(DTX35)"
"140","AT5G19290",1169.62154536413,1.02372204106942,0.135996543938291,2.62751002550747e-06,7.46920543354144e-05,"AT5G19290",832049,"alpha/beta-Hydrolases superfamily protein(AT5G19290)"
"141","AT1G74470",1317.16818120353,3.17847543895708,0.159605814901319,1.97106721620933e-68,3.55544688218413e-65,"CHLP",843788,"Pyridine nucleotide-disulfide oxidoreductase family protein(AT1G74470)"
"142","AT1G70830",1479.56760299091,5.39068431956989,0.21790644448961,3.41762417681521e-115,1.35624997832735e-111,"MLP28",843420,"MLP-like protein 28(MLP28)"
"143","AT2G06850",1293.79868966418,1.15389533330281,0.122258476366807,4.07680440372489e-10,2.26515832167468e-08,"XTH4",815247,"xyloglucan endotransglucosylase/hydrolase 4(XTH4)"
"144","AT5G13710",1266.90515020523,1.78893313446796,0.120117518821068,3.20270332544732e-31,1.47786138101223e-28,"SMT1",831216,"sterol methyltransferase 1(SMT1)"
"145","AT3G53800",1085.00467765714,-0.912794333080217,0.107210784510674,1.24737229442938e-06,3.80189878127002e-05,"Fes1B",824547,"Fes1B(Fes1B)"
"146","AT2G39770",1195.48063486006,1.12535080924613,0.289322692215755,0.00388987307445759,0.0457786841894351,"CYT1",818562,"Glucose-1-phosphate adenylyltransferase family protein(CYT1)"
"147","AT3G03270",1240.05985813183,1.70023512223156,0.474137738438742,0.000992354737746206,0.0141630310650864,"AT3G03270",821303,"Adenine nucleotide alpha hydrolases-like superfamily protein(AT3G03270)"
"148","AT3G13790",1259.80608268907,1.3178771397296,0.139311896731548,1.99409815827219e-11,1.37863747931835e-09,"CWINV1",820591,"Glycosyl hydrolases family 32 protein(ATBFRUCT1)"
"149","AT1G35580",1026.81814578906,0.785296547249292,0.137108687078851,0.00342868128699956,0.0410325054865171,"CINV1",840454,"cytosolic invertase 1(CINV1)"
"150","AT4G00430",1077.96952649501,1.12350626093187,0.20470333787148,0.000162040798496186,0.00295086548188911,"PIP1.4",827956,"plasma membrane intrinsic protein 1;4(PIP1;4)"
"151","AT5G06560",1022.30361002232,-0.944140284443271,0.178691511020803,0.00116605243457572,0.0162363595837554,"MYOB7",830544,"myosin-binding protein (Protein of unknown function, DUF593)(AT5G06560)"
"152","AT5G02490",861.570744595333,0.927419572794397,0.175171655957145,0.00138135762839598,0.0188766515582873,"MED37D",831856,"Heat shock protein 70 (Hsp 70) family protein(Hsp70-2)"
"153","AT3G26650",1202.71321078129,1.56947312122376,0.286437784151514,9.70971547598957e-06,0.00024356532803361,"GAPA1",822277,"glyceraldehyde 3-phosphate dehydrogenase A subunit(GAPA)"
"154","AT4G24800",1060.72123443923,-0.898216792607133,0.159836023799082,0.000989626392369745,0.0141470942920753,"AT4G24800",828582,"MA3 domain-containing protein(ECIP1)"
