pathway	pval	padj	log2err	ES	NES	size	leadingEdge
3'-5'_EXONUCLEASE_ACTIVITY	0.861301156860306	1	0.00737145151541436	0.267436859298555	0.738532522129741	29	AT2G32415 AT3G11770 AT2G25910 AT5G02250 AT5G63960
3-CHLOROALLYL_ALDEHYDE_DEHYDROGENASE_ACTIVITY	0.0368619022031166	0.161533051117722	0.0386881401475881	0.672002828535947	1.57509670894769	14	AT1G79440 AT5G62530 AT1G54100 AT3G48000 AT1G74920 AT1G23800 AT2G14170 AT3G48170
4-COUMARATE-COA_LIGASE_ACTIVITY	0.0627009381234234	0.235675074257498	0.0229467858188272	-0.743315064968524	-1.45924298611696	10	AT1G65060 AT1G20510 AT5G63380 AT3G21240 AT1G20490 AT4G19010 AT1G20480
4-HYDROXYPROLINE_METABOLIC_PROCESS	0.659064455727805	0.94628593936411	0.00569736022714083	-0.455700239040702	-0.855547300676903	8	AT3G06300 AT2G17720 AT2G43080 AT5G66060 AT3G28480
4_IRON,_4_SULFUR_CLUSTER_BINDING	0.913648601372009	1	0.00371995553969951	-0.281034379715998	-0.640651593233043	22	AT3G10010 AT5G50210 AT5G23440
6-PHOSPHOFRUCTOKINASE_ACTIVITY	0.482485963014475	0.820378340898429	0.00950244508519254	0.443661550684241	0.984615251830955	11	AT5G47810 AT4G26270 AT4G04040 AT5G61580
6-PHOSPHOFRUCTOKINASE_COMPLEX	0.482485963014475	0.820378340898429	0.00950244508519254	0.443661550684241	0.984615251830955	11	AT5G47810 AT4G26270 AT4G04040 AT5G61580
7S_RNA_BINDING	0.953042609021617	1	0.00581073726946902	0.25170682970079	0.532181108021051	9	AT1G15310 AT5G03940 AT1G67680
ABSCISIC_ACID_BIOSYNTHETIC_PROCESS	0.0343550237665956	0.152531777678707	0.0443415533939794	0.525310117576482	1.50845379791172	35	AT5G67030 AT2G27150 AT3G14440 AT1G78390 AT3G59580 AT5G20960 AT1G30100 AT1G16540 AT5G02130 AT1G67080 AT4G18350
ABSCISIC_ACID_MEDIATED_SIGNALING_PATHWAY	0.545235370582288	0.863342728389698	0.00464745608110052	-0.311199133519264	-0.971127338984491	232	AT3G09940 AT2G32030 AT1G76650 AT2G44840 AT1G05575 AT5G46790 AT2G38310 AT4G18010 AT3G28340 AT3G55950 AT4G18950 AT4G02380 AT3G25780 AT1G28480 AT2G30040 AT3G52400 AT2G26040 AT4G12720 AT1G27730 AT5G05440 AT4G36030 AT2G47000 AT5G53160 AT1G48270 AT4G17615 AT5G67080 AT3G11820 AT3G10640 AT2G32460 AT1G51660 AT4G17870 AT4G09570 AT5G63490 AT3G18040 AT2G05940 AT3G63010 AT4G27410 AT1G53300 AT3G57530 AT5G01810 AT5G13220 AT4G23650 AT1G74950 AT5G65300 AT1G15080 AT5G08335 AT3G05580 AT5G23580 AT1G19180 AT5G63470 AT2G39550 AT5G47730 AT2G38290 AT1G14000 AT1G74740 AT5G18490
ABSCISIC_ACID_METABOLIC_PROCESS	0.00162979402177682	0.013229803881592	0.211513793549935	0.610115911881866	1.81799551592045	42	AT2G29090 AT5G67030 AT2G27150 AT3G14440 AT1G78390 AT4G19230 AT3G59580 AT5G20960 AT1G30100 AT3G21780 AT2G04240 AT1G16540 AT5G02130 AT2G18790 AT1G67080 AT4G18350
ABSCISSION	0.0540730831514469	0.214936517836503	0.0365333483260386	0.470693704293688	1.41663586956253	44	AT3G02480 AT3G53040 AT1G52690 AT1G01640 AT2G30600 AT2G46260 AT1G21780 AT3G56350
ACETATE_FERMENTATION	0.871548169436461	1	0.00623442867486307	0.30344612869136	0.641572964800484	9	AT3G59480 AT1G58150 AT4G10750 AT1G06030 AT1G66430
ACETATE_METABOLIC_PROCESS	0.110125361620058	0.34192148567518	0.0223603299392636	0.572854725533891	1.38555812506547	16	AT3G16910 AT1G02050 AT2G28450 AT3G59480 AT1G58150 AT5G36880
ACETYL-COA_BIOSYNTHETIC_PROCESS	0.132435891358961	0.38585375914854	0.0150836119822593	-0.631001855277856	-1.33921816284629	15	AT1G60440 AT5G48230 AT5G49460 AT3G06650 AT1G60810 AT1G10670 AT3G16950 AT1G12000 AT3G25860 AT3G52930 AT2G38700
ACETYL-COA_CATABOLIC_PROCESS	0.359956365351731	0.699915154850587	0.0122340364681218	0.407849954612694	1.06945128880768	23	AT5G65165 AT5G65750 AT2G42790 AT5G55070 AT2G42600
ACETYL-COA_METABOLIC_PROCESS	0.00142373214198046	0.0118173473871037	0.134162530184372	-0.559202783800133	-1.62979428923407	111	AT1G12080 AT4G12730 AT5G15350 AT2G04780 AT4G25870 AT5G16590 AT4G23690 AT2G13820 AT3G14940 AT4G34640 AT5G47770 AT1G30120 AT5G19340 AT2G26640 AT3G52940 AT2G29390 AT4G12110 AT5G13710 AT2G26730 AT2G31270 AT1G60440 AT3G09810 AT5G48230 AT5G49460 AT1G01620 AT1G75680 AT3G27380 AT3G43810 AT1G50430 AT1G47290 AT3G06650 AT1G60810 AT4G11820 AT2G17130 AT2G14890 AT4G31840 AT1G77690 AT1G10670 AT2G17560 AT3G08680 AT5G40650 AT3G25040 AT1G77350 AT3G16950 AT4G35260 AT4G23800 AT1G48230 AT1G64650 AT5G03290 AT1G76090 AT3G55410 AT5G12250 AT2G47510 AT1G12000 AT3G02580 AT3G25860 AT2G47320 AT3G52930 AT4G05190 AT1G74690 AT2G43360 AT2G38700 AT4G17190 AT4G18060 AT1G04820 AT1G20330 AT1G44900 AT3G08550 AT3G20260
ACETYLGLUCOSAMINYLTRANSFERASE_ACTIVITY	0.954406512922947	1	0.00349100097469177	-0.252185849262864	-0.579793394338821	23	AT5G15050 AT1G71070 AT4G27480 AT5G39990 AT2G37585
ACETYLTRANSFERASE_ACTIVITY	0.900457514611377	1	0.00312265231237984	-0.264339592697109	-0.721589457993934	66	AT2G32030 AT5G48230 AT1G55920 AT3G13110 AT5G11340 AT2G04845 AT1G03150 AT5G15770 AT4G37610 AT4G19985 AT2G32020 AT1G32070 AT4G37670 AT3G25860 AT4G37580 AT1G05690 AT2G34410 AT1G34430 AT1G77540 AT5G63160 AT5G56760 AT3G13930
ACID-AMINO_ACID_LIGASE_ACTIVITY	0.344368340943683	0.685936939278069	0.0273120124273052	0.261353865499369	1.02792786662463	281	AT1G60190 AT5G62800 AT1G68050 AT1G77000 AT2G33770 AT1G21410 AT1G80570 AT5G54510 AT5G02880 AT4G37890 AT3G02260 AT4G12570 AT2G46370 AT2G33340 AT2G22010 AT2G45910 AT2G36370 AT5G02750 AT1G64230 AT4G08980 AT1G06770 AT1G70320 AT4G08590 AT3G08840 AT4G38600 AT3G60350 AT4G19700 AT1G47056 AT3G62980 AT4G33210 AT1G15165 AT4G24390 AT3G07360 AT3G17000 AT5G56150 AT2G44900 AT5G02310 AT4G02440 AT5G27920 AT5G51450 AT3G15355 AT3G08700 AT1G65430 AT4G34210 AT5G57360 AT1G79380 AT3G53090 AT5G41480 AT5G13530 AT4G25230 AT3G29270 AT4G07400 AT4G23100 AT3G17205 AT2G25490 AT5G05980 AT2G17020 AT5G37930 AT5G05230 AT1G66650 AT3G08690 AT4G27260 AT4G21350 AT3G53410 AT4G34100 AT4G23860
ACID-AMMONIA_(OR_AMIDE)_LIGASE_ACTIVITY	0.355666625015619	0.697106585030614	0.0111998778942663	0.524370389531452	1.10867081058549	9	AT1G48470 AT3G53180
ACID-THIOL_LIGASE_ACTIVITY	0.296411785285125	0.623112138333395	0.00927346920011481	-0.503463982308228	-1.14770656432558	22	AT1G65060 AT5G49460 AT1G20510 AT5G63380 AT3G21240 AT3G06650 AT1G20490 AT4G19010 AT1G20480 AT5G08300 AT4G31910
ACID_PHOSPHATASE_ACTIVITY	0.434972376491742	0.773762742340096	0.0069694673714911	-0.419219333431412	-1.02751321580573	33	AT5G44020 AT1G04040 AT1G14700 AT4G14930
ACP_PHOSPHOPANTETHEINE_ATTACHMENT_SITE_BINDING_INVOLVED_IN_FATTY_ACID_BIOSYNTHETIC_PROCESS	0.0191741859552766	0.0975129071254638	0.0418848551136961	-0.792862941656561	-1.58460973992068	11	AT4G25050 AT4G13050 AT3G25110 AT1G54630 AT3G05020 AT1G54580
ACROPETAL_AUXIN_TRANSPORT	0.366665604791182	0.705831289223026	0.00834290472962423	-0.525517283183261	-1.10047373025058	14	AT1G28010 AT1G78100
ACTIN_BINDING	0.139275241451669	0.399219530385847	0.0134244882604202	-0.472149863992091	-1.26534891788031	58	AT1G01750 AT2G16700 AT5G07770 AT2G39900 AT3G05470 AT1G01780 AT2G19760 AT2G29890 AT5G48360 AT2G41740 AT1G13180 AT5G59890 AT2G26770 AT4G29340 AT5G48460 AT3G46010 AT1G20260 AT3G57410
ACTIN_CYTOSKELETON	0.0618163140651896	0.233326283481353	0.0211340284946663	-0.54091404808863	-1.40103030540497	46	AT2G31900 AT5G37770 AT2G39900 AT5G58320 AT1G01780 AT2G19760 AT2G29890 AT1G13180 AT4G29340 AT1G03470 AT3G57410 AT1G64500 AT5G11710 AT1G30825
ACTIN_CYTOSKELETON_ORGANIZATION	0.982037318718577	1	0.0019483355396836	-0.224896962527166	-0.682974940043636	166	AT5G16490 AT3G12110 AT5G07770 AT2G39900 AT3G05470 AT2G26650 AT2G38120 AT1G20090 AT1G01780 AT2G19760 AT4G18640 AT5G42030 AT2G29890 AT5G55480 AT5G48360 AT2G41740 AT1G13180 AT2G26770 AT4G29340 AT2G22640 AT3G46010 AT3G51300 AT1G12070 AT1G20260 AT3G57410 AT1G64500 AT4G36890 AT2G44690 AT1G30825 AT5G24630 AT3G44200 AT4G05190 AT4G29350 AT5G62880 AT1G78770 AT1G09000 AT3G26720 AT5G51600 AT4G34970 AT1G75840 AT4G35950 AT2G34680
ACTIN_FILAMENT-BASED_MOVEMENT	0.397879925716067	0.733940040934156	0.00707801228970138	-0.393920348263617	-1.04759286112356	55	AT2G31900 AT4G14640 AT5G58690
ACTIN_FILAMENT-BASED_PROCESS	0.933542852669135	1	0.0020303684068769	-0.2454067984764	-0.762728070443072	218	AT2G31900 AT4G14640 AT5G16490 AT3G12110 AT5G58690 AT5G07770 AT2G39900 AT3G05470 AT2G26650 AT2G38120 AT1G20090 AT1G01780 AT2G19760 AT4G18640 AT5G42030 AT2G29890 AT5G55480 AT5G48360 AT2G41740 AT1G13180 AT2G26770 AT3G07960 AT4G29340 AT2G22640 AT5G48460 AT3G46010 AT3G51300 AT1G12070 AT1G20260 AT3G57410 AT1G64500 AT4G36890 AT3G33520 AT3G18430 AT2G44690 AT1G30825 AT5G24630 AT3G44200 AT5G04170 AT4G05190 AT4G29350 AT5G62880 AT1G78770 AT1G09000 AT3G26720 AT3G50360 AT5G51600 AT4G34970 AT1G75840 AT4G35950 AT3G22930 AT2G34680
ACTIN_FILAMENT_BINDING	0.286906340170007	0.612390784583773	0.00960927240493541	-0.53637540148304	-1.16661966611435	17	AT2G39900 AT1G01780 AT2G29890 AT1G20260 AT3G57410
ACTIN_FILAMENT_BUNDLE_ASSEMBLY	0.097604405388027	0.31908069605743	0.0181878725679796	-0.712324954715697	-1.39840458372652	10	AT2G39900 AT1G01780 AT2G41740 AT1G20260 AT3G57410 AT1G64500
ACTIN_FILAMENT_DEPOLYMERIZATION	0.721769975153655	0.98925562108937	0.00513076358335418	-0.400284166272943	-0.800004837263398	11	AT2G29890 AT3G46010 AT3G51300 AT1G20260 AT4G38510
ACTIN_FILAMENT_ORGANIZATION	0.995103662791385	1	0.00198086575197618	-0.208767937926853	-0.625688978516752	145	AT5G16490 AT5G07770 AT2G39900 AT2G26650 AT2G38120 AT1G20090 AT1G01780 AT2G19760 AT4G18640 AT5G42030 AT2G29890 AT5G55480 AT2G41740 AT1G13180 AT2G26770 AT4G29340 AT2G22640 AT3G46010 AT3G51300 AT1G12070 AT1G20260 AT3G57410 AT1G64500 AT4G36890 AT2G44690 AT1G30825 AT5G24630 AT3G44200 AT4G05190 AT4G29350 AT5G62880 AT1G78770 AT1G09000 AT3G26720 AT5G51600 AT4G34970 AT1G75840 AT4G35950 AT2G34680
ACTIN_FILAMENT_POLYMERIZATION	0.231790544732597	0.542724168596307	0.0108843455136547	-0.554440631495139	-1.21845084558877	18	AT5G16490 AT1G13180 AT2G22640 AT3G51300 AT1G20260 AT1G30825 AT4G34970 AT4G38510 AT5G54650
ACTIN_NUCLEATION	0.920855289825699	1	0.00968060455771248	0.227210588605564	0.787818639187735	100	AT4G17140 AT2G28250 AT5G44750 AT1G50030 AT1G16710 AT5G24350 AT4G05420 AT2G06990 AT1G02080 AT1G13980 AT3G12810 AT2G34710 AT1G22620 AT2G02560 AT3G44600 AT1G76850 AT5G18410 AT1G48410 AT5G26240 AT1G55350 AT1G01510 AT1G60220 AT5G13300 AT1G54490 AT5G64340 AT1G64570 AT2G46920 AT2G38440 AT5G12290 AT1G19850 AT4G04920 AT3G01460 AT1G70140 AT5G67100 AT5G18830 AT1G52150
ACTIN_POLYMERIZATION_OR_DEPOLYMERIZATION	0.122298892318867	0.364469144915173	0.0153861552324245	-0.58269746920238	-1.33966336544656	23	AT5G16490 AT2G19760 AT2G29890 AT1G13180 AT2G22640 AT3G46010 AT3G51300 AT1G20260 AT1G30825 AT4G29350 AT4G34970 AT4G38510
ACTIVATION_OF_IMMUNE_RESPONSE	0.646116138763198	0.940725550495309	0.00896732562638017	0.316897911668956	0.881831869394387	30	AT4G18360 AT2G46370 AT3G15210 AT5G20480 AT3G14150 AT1G09770
ACTIVATION_OF_INNATE_IMMUNE_RESPONSE	0.646116138763198	0.940725550495309	0.00896732562638017	0.316897911668956	0.881831869394387	30	AT4G18360 AT2G46370 AT3G15210 AT5G20480 AT3G14150 AT1G09770
ACTIVATION_OF_PROTEIN_KINASE_ACTIVITY	0.270997452809501	0.59657632837614	0.0104283111595075	-0.641065827890475	-1.20355903205684	8	AT2G18730 AT2G20900 AT4G30340
ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.29291696825561	0.616834642036858	0.00725683286164593	-0.329908307530295	-1.07127317168591	477	AT1G16390 AT3G26590 AT4G23700 AT3G45650 AT5G43350 AT5G63850 AT3G62150 AT3G55110 AT5G27350 AT1G66780 AT4G02700 AT3G05400 AT1G16370 AT3G21180 AT2G38940 AT1G28010 AT1G61800 AT3G27170 AT3G05165 AT4G23030 AT1G08930 AT1G64170 AT3G47780 AT5G40780 AT4G00900 AT2G36590 AT3G19930 AT1G59870 AT1G70940 AT3G10110 AT5G45380 AT3G62270 AT5G01490 AT1G31770 AT5G18840 AT2G47000 AT3G56200 AT3G13320 AT1G76520 AT2G39130 AT5G26340 AT2G38120 AT4G30190 AT1G08920 AT1G77110 AT3G05150 AT1G64200 AT3G04800 AT3G57330 AT1G51460 AT1G79410 AT4G22790 AT4G39030 AT1G11670 AT3G13620 AT1G19450 AT1G79360 AT2G03590 AT1G44100 AT1G25530 AT5G02180 AT1G64220 AT3G16240 AT4G24920 AT4G29140 AT1G70330 AT2G01170 AT5G49630 AT4G35335 AT3G21690 AT2G26910 AT3G15990 AT5G24650 AT1G23090 AT1G15210 AT1G17840 AT5G19500 AT2G39890 AT5G55510 AT5G46110
ACYL-COA_DEHYDROGENASE_ACTIVITY	0.12148522875175	0.362638460762418	0.0199990628105712	0.683257736439476	1.40311676527907	8	AT3G06810 AT3G45300 AT4G16760 AT5G65110 AT2G35690 AT1G06310 AT3G51840
ACYL-COA_HYDROLASE_ACTIVITY	0.899743178170145	1	0.00403958454932818	-0.303270799576582	-0.6266828954488	13	AT5G48370 AT1G35290 AT1G04290
ACYLGLYCEROL_BIOSYNTHETIC_PROCESS	0.692673523881753	0.96826577350437	0.00516366516803796	-0.390872353125723	-0.829574985052831	15	AT3G54320 AT3G10520 AT3G50920
ACYLGLYCEROL_METABOLIC_PROCESS	0.868346388700426	1	0.00401830876117986	-0.307010306347252	-0.681476801088365	19	AT3G54320 AT3G10520 AT3G50920
ACYLGLYCEROL_O-ACYLTRANSFERASE_ACTIVITY	0.0881380417335473	0.296544347655319	0.0189280723024924	-0.682843536205643	-1.41103714899459	13	AT3G49210 AT5G16350
ADAXIAL/ABAXIAL_AXIS_SPECIFICATION	0.954850321110421	1	0.00272221810062565	-0.241357230445699	-0.672887007479603	77	AT1G02800 AT3G57130 AT4G33560 AT2G28610 AT4G37750 AT5G61480 AT5G67200 AT1G73590 AT2G45190 AT3G44750 AT1G26530 AT1G65620
ADAXIAL/ABAXIAL_PATTERN_SPECIFICATION	0.976810107099339	1	0.00255275726901976	-0.227781099826462	-0.640028241249569	82	AT1G02800 AT3G57130 AT4G33560 AT2G28610 AT4G37750 AT5G61480 AT5G67200 AT1G73590 AT2G45190 AT3G44750 AT1G26530 AT1G65620
ADENYLYLTRANSFERASE_ACTIVITY	0.142935694854431	0.403785846575148	0.0200160969984604	0.509310682554778	1.30872508957955	21	AT2G21590 AT1G27680 AT2G46370 AT5G18200 AT5G43780 AT5G23330 AT4G32850 AT5G48300 AT1G22660
ADP_BINDING	0.871539703151737	1	0.00285821460556037	-0.264426243632248	-0.777770113889918	121	AT1G72870 AT5G47250 AT4G16990 AT1G31540 AT3G46530 AT4G19520 AT5G40090 AT2G39730 AT1G63880 AT4G16950 AT1G59780 AT1G72940 AT1G56510 AT5G43470 AT3G44630 AT3G44400 AT5G18360 AT1G58848 AT5G45490 AT5G46450
AEROBIC_RESPIRATION	0.911885161696824	1	0.00323274507640742	-0.264080505770175	-0.694422255096486	51	AT5G51060 AT3G14940 AT3G09810 AT5G50210 AT3G27380 AT5G19760 AT2G17130 AT5G40650 AT4G35260 AT5G03290 AT3G55410 AT2G47510
AGING	0.180237965815063	0.466887972859592	0.0108942040457791	-0.401627350913833	-1.18475396626877	124	AT2G21045 AT4G23700 AT5G44610 AT2G39200 AT3G04070 AT3G49210 AT3G48140 AT5G20250 AT5G13170 AT1G67070 AT1G76680 AT3G56240 AT5G13180 AT5G14930 AT5G37600 AT2G23810 AT2G02990
ALCOHOL_BIOSYNTHETIC_PROCESS	0.0113075905208709	0.0638867011608955	0.149129490851729	0.327793863611493	1.28569918966249	271	AT1G28640 AT2G19900 AT1G16730 AT5G60760 AT5G01300 AT4G32770 AT5G67030 AT1G18460 AT5G06980 AT1G32900 AT1G73920 AT5G09990 AT1G07180 AT2G22240 AT4G26770 AT3G12320 AT4G39800 AT1G64780 AT5G63700 AT4G31310 AT2G37240 AT5G42740 AT1G48420 AT4G37760 AT1G11840 AT2G24200 AT1G23190 AT3G24090 AT3G01990 AT4G13430 AT1G12230 AT1G13980 AT3G27440 AT1G67120 AT2G39450 AT5G01260 AT5G02500 AT1G29900 AT2G31810 AT1G08110 AT4G33090 AT5G54960 AT5G58730 AT1G66130 AT4G37870 AT1G53000 AT1G55480 AT2G44060 AT4G23100 AT1G64790
ALCOHOL_CATABOLIC_PROCESS	0.98235902741852	1	0.00105279079722774	-0.230874365673075	-0.749392374375643	471	AT1G66200 AT5G23060 AT4G29220 AT1G47840 AT3G59400 AT1G72150 AT5G02270 AT1G47128 AT3G46780 AT1G24280 AT3G54320 AT3G26520 AT1G76550 AT2G36830 AT5G64040 AT5G08050 AT3G27925 AT1G20340 AT5G56350 AT3G49360 AT2G41540 AT3G29360 AT3G29200 AT3G51160 AT5G60920 AT1G04640 AT2G37550 AT2G30870 AT3G09440 AT5G17170 AT1G14345 AT3G07390 AT4G39090 AT4G35335 AT1G07890 AT1G64190 AT5G03040 AT2G43560 AT2G19800 AT1G50370 AT4G33530 AT5G19760 AT1G06730 AT5G41670 AT1G20020 AT5G52920 AT1G09780 AT3G55800 AT1G74380 AT1G05850 AT3G25530 AT1G32440 AT1G09340 AT1G01090 AT1G64770 AT3G53420 AT3G04790 AT3G12630 AT4G09010 AT3G54110 AT4G02530 AT1G08380 AT4G35260 AT3G20040 AT3G48420 AT5G10450 AT1G74030 AT3G22210 AT4G17260 AT5G11670 AT1G22840 AT2G29560 AT1G10960 AT1G32070 AT5G36290 AT4G03280 AT4G37910 AT1G06040 AT1G76450 AT5G20080 AT2G21370 AT3G04830 AT4G34720 AT3G16000 AT5G12250 AT1G02500 AT1G12000 AT2G30050 AT1G80460 AT5G13110 AT1G78040 AT3G52930 AT4G24620 AT5G52970 AT5G08300 AT1G18150 AT5G49720 AT1G15120 AT2G35370 AT3G10370 AT3G48730 AT2G18040 AT4G29120 AT1G20330 AT2G42590 AT1G12900 AT1G21720 AT5G06290 AT4G09650 AT3G52560 AT1G15980 AT5G36120 AT3G51260 AT1G23490 AT5G21090 AT1G53850 AT4G31340 AT2G45790 AT1G08540 AT1G03630 AT2G20610 AT5G35630 AT3G27430 AT2G01290 AT1G06410 AT4G38510 AT4G38250 AT2G21530 AT1G75690 AT3G11830 AT1G62780 AT4G17600 AT4G38970 AT1G69740 AT1G27450 AT2G16510 AT4G38630 AT5G19220 AT5G62350 AT5G66190 AT1G26630 AT4G11150 AT3G47650 AT5G18660 AT5G59880 AT5G20090 AT2G23670
ALCOHOL_METABOLIC_PROCESS	0.676563487049905	0.958376383420364	0.00316766125698813	-0.289069870796829	-0.957030828317089	1087	AT3G56060 AT5G10170 AT1G12080 AT4G20460 AT1G24170 AT1G28670 AT4G12730 AT1G66200 AT1G72970 AT4G08950 AT5G23060 AT5G15350 AT4G29220 AT4G18010 AT5G44480 AT3G51970 AT5G21100 AT2G45400 AT3G27190 AT2G06850 AT1G47840 AT1G72430 AT3G59400 AT5G66280 AT2G04780 AT4G25870 AT3G12110 AT1G72150 AT3G06470 AT1G30690 AT5G02270 AT5G21105 AT1G47128 AT4G25050 AT5G41080 AT1G68530 AT2G28760 AT5G42650 AT5G16590 AT3G46780 AT3G28200 AT4G23690 AT1G76160 AT1G24280 AT2G27360 AT1G20010 AT2G13820 AT1G26570 AT3G54320 AT3G48460 AT3G15820 AT5G23860 AT3G26520 AT5G10430 AT1G60660 AT1G66180 AT4G25900 AT1G76550 AT2G36830 AT2G35880 AT3G58620 AT5G64040 AT4G34640 AT5G17230 AT2G32720 AT5G47770 AT1G75780 AT1G30120 AT5G19340 AT5G08050 AT4G26690 AT2G31380 AT4G33070 AT1G48270 AT3G27925 AT1G20340 AT2G22990 AT2G26640 AT5G56350 AT1G05630 AT3G52940 AT3G49360 AT2G29390 AT2G41540 AT5G45280 AT4G12110 AT3G10720 AT5G17770 AT3G29360 AT5G13710 AT2G26730 AT2G33210 AT3G29200 AT3G51160 AT1G78570 AT1G70560 AT3G56290 AT3G01800 AT5G60920 AT4G37040 AT1G04640 AT5G39320 AT5G48230 AT5G15490 AT4G39030 AT5G49460 AT5G28050 AT2G37550 AT3G14790 AT3G13620 AT2G30870 AT2G24540 AT2G03420 AT3G09440 AT1G13580 AT5G27450 AT3G56940 AT1G07010 AT1G01620 AT5G17170 AT4G00240 AT1G14345 AT4G11850 AT5G54160 AT3G07390 AT2G43710 AT4G39090 AT4G35335 AT5G45930 AT1G07890 AT1G64190 AT5G03040 AT1G58440 AT2G43560 AT5G50160 AT1G75680 AT2G18950 AT5G43910 AT4G15560 AT2G29550 AT2G19800 AT3G02870 AT1G53500 AT1G50430 AT2G41680 AT3G02230 AT1G50370 AT4G33530 AT5G19760 AT4G14680 AT1G47290 AT2G41290 AT1G06730 AT3G11670 AT5G43750 AT5G41670 AT1G20020 AT2G47650 AT5G52920 AT1G14290 AT1G74960 AT1G31070 AT5G55480 AT5G15770 AT1G09780 AT3G55800 AT4G35250 AT3G55360 AT1G74380 AT1G05850 AT2G14890 AT3G25530 AT5G59290 AT1G31812 AT1G32440 AT5G38520 AT1G09340 AT1G56330 AT1G01090 AT1G04010 AT2G26550 AT3G63240 AT1G77690 AT1G64770 AT3G53420 AT3G04790 AT3G12630 AT3G59060 AT1G14830 AT4G09010 AT5G52560 AT3G04080 AT3G10700 AT5G40610 AT3G54110 AT3G08680 AT3G25040 AT4G02530 AT1G77350 AT1G08380 AT1G67730 AT4G35260 AT1G48230 AT1G31800 AT3G20040 AT1G64650 AT3G48420 AT5G10450 AT2G05755 AT1G74030 AT3G22210 AT4G17260 AT1G17890 AT5G11670 AT1G22840 AT5G04980 AT3G51460 AT2G29560 AT5G65390 AT1G10960 AT1G76090 AT4G04640 AT5G25370 AT1G32070 AT4G18480 AT5G36290 AT4G03280 AT4G37910 AT1G74070 AT1G06040 AT1G76450 AT5G20080 AT4G05210 AT3G25540 AT2G21370 AT4G26860 AT5G56090 AT5G24120 AT3G04830 AT4G18030 AT4G34720 AT3G16000 AT5G12250 AT3G15850 AT5G44340 AT2G02500
ALDEHYDE-LYASE_ACTIVITY	0.351975450709628	0.693808332649881	0.00836178120544164	-0.492604068604182	-1.1037247222508	20	AT3G56060 AT1G72970 AT3G21730
ALDEHYDE_CATABOLIC_PROCESS	0.084052569635151	0.289727694267734	0.0345524965474439	0.364035785089909	1.25289698661517	95	AT1G21680 AT4G12130 AT1G06110 AT5G65750 AT1G06130 AT2G31350 AT1G11840 AT5G63030 AT1G63770 AT1G77370 AT1G21670 AT4G23660 AT2G42790 AT5G60790 AT5G43430 AT2G43400 AT3G24200 AT5G03770 AT3G20480 AT5G09590 AT1G53000
ALDITOL_BIOSYNTHETIC_PROCESS	0.277458703939009	0.600121354025385	0.013031945942231	0.548243234271999	1.18896621684519	10	AT1G28640 AT1G18460 AT1G73920
