pathway	pval	padj	log2err	ES	NES	size	leadingEdge
ACTIN_BINDING	0.0729427855026214	0.197649029955834	0.0165787941670834	-0.546038733367534	-1.31714687465357	58	AT1G01750 AT4G29340 AT2G39900 AT5G48460 AT4G00680 AT2G34150 AT3G05470 AT3G22790 AT1G20450 AT4G19410 AT1G20260 AT5G07770 AT1G10200 AT2G29890
ACTIN_CYTOSKELETON	0.47493317273659	0.756322576392576	0.00504876145348908	-0.43178491984935	-1.02296724773734	46	AT4G29340 AT2G39900 AT1G64500 AT3G22790 AT1G20450 AT4G19410 AT1G10200 AT2G29890
ACTIN_CYTOSKELETON_ORGANIZATION	0.832689304448805	1	0.00205166630226198	-0.339115685469464	-0.853127008626993	166	AT4G29340 AT4G05190 AT3G05330 AT2G39900 AT5G62380 AT5G51600 AT5G16490 AT2G34150 AT3G05470 AT1G64500 AT3G23670 AT3G12110 AT4G18640 AT1G20260 AT5G07770 AT1G10200 AT2G29890 AT3G20260 AT5G42030 AT5G67100 AT3G51300 AT1G12070 AT2G46225 AT2G28250 AT3G25500 AT1G52150 AT2G34680 AT5G59370 AT2G43800 AT3G07880 AT2G38120 AT2G19760 AT4G35950 AT3G13870 AT2G41740 AT1G60430 AT2G44690 AT1G75840 AT5G05620 AT1G20090 AT4G34490 AT5G12330 AT4G38510 AT5G18700 AT3G07540 AT3G44200 AT5G55480 AT1G71790 AT1G78770 AT1G30825 AT2G17800 AT5G08390 AT3G61650 AT4G29350 AT2G02480 AT1G62990 AT1G63990 AT5G45970
ACTIN_FILAMENT-BASED_MOVEMENT	0.910608784998716	1	0.0237991028216547	0.194484127788995	0.775301211337529	55	AT3G55940 AT1G04600 AT4G33200 AT5G54280 AT2G35230 AT3G08510 AT3G20190 AT4G26700 AT3G58160 AT1G54280 AT5G20490 AT1G17580 AT1G68090 AT4G22720 AT5G47470 AT5G27540
ACTIN_FILAMENT-BASED_PROCESS	0.983716580481901	1	0.00059091789113088	-0.27628110479304	-0.698350268726253	218	AT4G29340 AT4G05190 AT3G05330 AT2G39900 AT5G62380 AT5G48460 AT5G51600 AT5G16490 AT2G25600 AT2G34150 AT3G05470 AT1G64500 AT3G23670 AT3G22930 AT3G12110 AT4G18640 AT1G20260 AT5G07770 AT1G10200 AT4G14640 AT2G29890 AT3G20260 AT3G07960 AT5G42030 AT5G67100 AT3G51300 AT1G12070 AT2G46225 AT2G28250 AT3G25500 AT1G52150 AT2G34680 AT5G59370 AT5G61810 AT2G43800 AT3G07880 AT2G38120 AT2G19760 AT4G35950 AT3G13870 AT2G41740 AT1G60430 AT2G44690 AT1G75840 AT5G05620 AT1G20090 AT4G34490 AT5G12330 AT4G38510 AT5G18700 AT3G07540 AT3G44200 AT5G55480 AT1G71790 AT1G78770 AT1G30825 AT2G17800 AT5G08390 AT3G61650 AT4G29350 AT2G02480 AT1G62990 AT1G63990 AT5G45970 AT1G23350
ACTIN_FILAMENT_BINDING	0.339929012941858	0.597674924599354	0.00728751347683112	-0.539794617906163	-1.13093723054849	17	AT2G39900 AT3G22790 AT1G20260 AT1G10200 AT2G29890 AT3G25500
ACTIN_FILAMENT_BUNDLE_ASSEMBLY	0.15578252209136	0.358434096087793	0.0125621003545657	-0.681458313604071	-1.30562245476991	10	AT2G39900 AT1G64500 AT1G20260 AT1G10200
ACTIN_FILAMENT_DEPOLYMERIZATION	0.317002163792538	0.575955599157444	0.0080802997053719	-0.595777476167278	-1.16081012951629	11	AT1G20260 AT2G29890 AT3G51300 AT3G25500 AT4G38510 AT1G71790 AT3G05520 AT1G76030 AT3G46010
ACTIN_FILAMENT_ORGANIZATION	0.919890582258695	1	0.0013630556334959	-0.305203226369726	-0.765616763879938	145	AT4G29340 AT4G05190 AT2G39900 AT5G62380 AT5G51600 AT5G16490 AT2G34150 AT1G64500 AT4G18640 AT1G20260 AT5G07770 AT1G10200 AT2G29890 AT3G20260 AT5G42030 AT5G67100 AT3G51300 AT1G12070 AT2G46225 AT2G28250 AT3G25500 AT1G52150 AT2G34680 AT3G07880 AT2G38120 AT2G19760 AT4G35950 AT2G41740 AT1G60430 AT2G44690 AT1G75840 AT1G20090 AT5G12330 AT4G38510 AT3G44200 AT5G55480 AT1G71790 AT1G78770 AT1G30825 AT2G17800 AT5G08390 AT4G29350 AT2G02480 AT1G62990 AT1G63990 AT5G45970
ACTIN_FILAMENT_POLYMERIZATION	0.342858851674641	0.600847193118593	0.00719742062501598	-0.533055000675576	-1.12678870701245	18	AT5G16490 AT1G20260 AT3G51300 AT3G25500 AT1G60430 AT4G38510 AT1G71790 AT1G30825 AT2G30910 AT3G05520 AT1G76030 AT5G56600
ACTIN_NUCLEATION	0.984851235501765	1	0.000708196624422925	-0.233326401515328	-0.579001929014798	100	AT4G05190 AT5G62380 AT5G51600 AT5G16490 AT2G34150 AT4G18640 AT2G29890 AT3G20260 AT5G42030 AT5G67100 AT2G46225 AT2G28250 AT3G25500 AT1G52150 AT2G34680
ACTIN_POLYMERIZATION_OR_DEPOLYMERIZATION	0.285689635338778	0.538873241497667	0.00793700150545629	-0.532789841031008	-1.16664244926662	23	AT5G16490 AT1G20260 AT2G29890 AT3G51300 AT3G25500 AT2G19760 AT1G60430 AT4G38510 AT1G71790 AT1G30825 AT4G29350 AT2G30910 AT3G05520 AT1G76030 AT5G56600
ACTIVATION_OF_IMMUNE_RESPONSE	0.402844083291011	0.67964023913003	0.0224511837982825	0.295573158121981	1.02501471365021	30	AT5G20480 AT4G18360 AT5G60410 AT5G40440 AT4G15900 AT1G80680 AT2G41370 AT2G46370 AT5G45250 AT1G33520 AT3G18165 AT1G09770 AT3G14150
ACTIVATION_OF_INNATE_IMMUNE_RESPONSE	0.402844083291011	0.67964023913003	0.0224511837982825	0.295573158121981	1.02501471365021	30	AT5G20480 AT4G18360 AT5G60410 AT5G40440 AT4G15900 AT1G80680 AT2G41370 AT2G46370 AT5G45250 AT1G33520 AT3G18165 AT1G09770 AT3G14150
ACTIVATION_OF_PROTEIN_KINASE_ACTIVITY	0.974762038073908	1	0.00301255148028195	-0.256506012709904	-0.47186108237686	8	AT2G18730 AT2G46090 AT4G21540
ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.984670153298467	1	0.00056924349283129	-0.311809262640927	-0.795319068229188	477	AT3G26590 AT4G02700 AT2G04090 AT5G43350 AT3G28380 AT3G09330 AT5G02170 AT1G66950 AT1G64200 AT2G04070 AT1G16390 AT1G77690 AT3G55130 AT1G66780 AT5G46110 AT1G16370 AT4G23700 AT5G18840 AT3G55110 AT2G39350 AT3G47770 AT5G06530 AT4G22790 AT1G64170 AT2G36590 AT2G41190 AT5G45380 AT3G05150 AT3G27170 AT2G42005 AT1G59870 AT4G39030 AT2G33260 AT1G28010 AT1G67940 AT3G06370 AT5G63850 AT3G16240 AT1G77380 AT3G25610 AT1G61800 AT5G40780 AT2G38940 AT1G31770 AT5G52860 AT4G36670 AT4G00370 AT1G15210 AT3G19930 AT4G29140 AT3G21180 AT3G22910 AT5G26340 AT1G20260 AT4G25640 AT3G45650 AT5G65990 AT4G04640 AT1G79410 AT4G02050 AT4G23030 AT5G62670 AT3G26570 AT4G24920 AT5G27360 AT4G16480 AT2G29650 AT1G23090 AT2G28900 AT3G20460 AT3G43790 AT5G27350 AT3G55740 AT1G03900 AT2G26900 AT2G21050 AT5G59250 AT3G19553 AT4G00900 AT4G34720 AT5G04770 AT5G44370 AT1G58340 AT2G47160 AT2G01420 AT1G17500 AT4G30190 AT1G29310 AT4G28700 AT2G03590 AT2G19600 AT1G19450 AT1G80300 AT1G02530 AT2G18710 AT5G38820 AT2G39130 AT1G11670 AT5G52440 AT5G50460 AT1G19910 AT2G20780 AT1G79820 AT3G13620 AT1G80510 AT1G51340 AT5G49630 AT2G32230 AT5G57090 AT1G08230 AT2G38120 AT1G78900 AT1G31820 AT3G16340
ACYL-COA_DEHYDROGENASE_ACTIVITY	0.635914851901127	0.902316182734774	0.00968418646833911	0.360288665908754	0.84520525672946	8	AT5G65110 AT3G06810 AT3G45300 AT2G35690 AT4G16760 AT3G51840 AT1G06310 AT1G06290
ACYL-COA_HYDROLASE_ACTIVITY	0.571876786281359	0.848570408740357	0.00504162644629974	-0.474111855070738	-0.949803962971133	13	AT1G35290 AT1G48320 AT1G68260 AT3G16175
ACYLGLYCEROL_BIOSYNTHETIC_PROCESS	0.736002471424158	0.969216676701658	0.00375923832145554	-0.391734874139164	-0.804276196040926	15	AT3G26840
ACYLGLYCEROL_METABOLIC_PROCESS	0.913461766589955	1	0.00249325142153233	-0.288953077079856	-0.615489155889966	19	AT3G26840
ACYLGLYCEROL_O-ACYLTRANSFERASE_ACTIVITY	0.00478882184820578	0.0203929454552452	0.0742117755424755	-0.800909838954769	-1.60448917462381	13	AT3G49190 AT5G12420 AT3G26840 AT5G16350 AT3G49210
ADAXIAL/ABAXIAL_AXIS_SPECIFICATION	0.915719696969697	1	0.00152663313545465	-0.286735483620078	-0.70368099454177	77	AT4G33560 AT2G45450 AT5G46700 AT3G57130 AT1G54450 AT3G27220 AT5G48800 AT3G10040 AT1G33055 AT5G55250 AT5G61480 AT4G14200 AT3G06220 AT1G52150 AT1G31320 AT4G08150 AT2G37630
ADAXIAL/ABAXIAL_PATTERN_SPECIFICATION	0.938378422292631	1	0.00130812819281618	-0.274280756255257	-0.675149717759611	82	AT4G33560 AT2G45450 AT5G46700 AT3G57130 AT1G54450 AT3G27220 AT5G48800 AT3G10040 AT1G33055 AT5G55250 AT5G61480 AT4G14200 AT3G06220 AT1G52150 AT1G31320 AT4G08150 AT2G37630
ADENYLYLTRANSFERASE_ACTIVITY	0.505626494081978	0.790578273406443	0.00521430915236753	-0.462932284378945	-1.00084375859789	21	AT5G19220 AT5G43780 AT5G48300 AT4G39210 AT4G14680 AT5G23330 AT5G18200 AT1G19920
ADP_BINDING	0.582559178877384	0.858016770080507	0.0038818402484467	-0.388799386194754	-0.970909344902416	121	AT2G14080 AT5G45440 AT1G59780 AT4G16990 AT3G44400 AT4G16860 AT2G39730 AT5G45240 AT1G31540 AT5G40090 AT5G47250 AT3G46530 AT2G17060 AT4G14370 AT1G63360 AT4G16920 AT5G40100 AT1G63880 AT5G41550 AT3G44630 AT5G63020 AT5G66900 AT1G61310 AT5G40060 AT5G17880 AT5G38340 AT5G48770 AT1G61180 AT5G11250 AT5G41750 AT1G63750 AT5G45490 AT3G14460 AT1G61300 AT5G45210 AT5G17680 AT5G43470 AT4G19520 AT4G19050 AT5G41740 AT4G12010 AT1G58602 AT1G69550
AEROBIC_RESPIRATION	0.772627901381785	0.994763081904478	0.00271385338150604	-0.342987129336521	-0.819845278714506	51	AT5G51060 AT2G18450
AGING	0.508784964157346	0.793656966298046	0.00450098928383419	-0.401810991677279	-1.00401024133428	124	AT2G21045 AT3G56240 AT5G35630 AT3G10320 AT4G23700 AT2G39200 AT4G30270 AT3G12090 AT2G17850 AT5G44610 AT5G46700 AT4G35770 AT2G39730 AT1G67070 AT4G23810 AT2G43000 AT3G49210 AT1G05620 AT1G10670 AT5G13170 AT2G02990 AT1G63260 AT4G28050 AT4G27700 AT3G04070 AT5G14930 AT4G23410 AT3G48140 AT2G38860
ALCOHOL_BIOSYNTHETIC_PROCESS	0.745764915298306	0.9746299252423	0.00266389620670581	-0.364178972582593	-0.923207453830285	271	AT1G64780 AT5G58784 AT5G10170 AT1G64770 AT1G70820 AT3G48460 AT1G75780 AT5G38520 AT2G30870 AT5G47770 AT2G44060 AT2G24540 AT1G53500 AT1G20010 AT1G04820 AT1G07890 AT2G31380 AT2G27360 AT1G63000 AT5G25880 AT1G23740 AT2G22480 AT4G33070 AT2G20370 AT3G12110 AT3G20390 AT5G44340 AT2G29550 AT1G22850 AT5G12250 AT1G12230 AT2G45790 AT1G18060 AT1G78040 AT1G17890 AT2G39770 AT4G00560 AT4G17190 AT1G31812 AT1G78570 AT1G02500 AT1G49240 AT3G01990 AT3G14790 AT1G76570 AT1G16340 AT4G26860 AT5G11670 AT1G56330 AT1G65930 AT3G62830 AT5G18070 AT1G09390 AT5G44520 AT4G26510 AT1G07010 AT3G63190 AT3G52930 AT5G64850 AT5G59370 AT4G31310 AT5G02280 AT3G51160 AT1G53000 AT3G60750 AT5G15910 AT1G23190 AT2G34460 AT5G36880 AT1G78900 AT5G15950 AT1G55480 AT1G29700 AT4G24190 AT4G13940 AT5G63700 AT5G58730 AT1G13440 AT1G60710 AT5G17310 AT5G42740 AT4G14960 AT3G52880 AT2G24200 AT4G38510 AT3G15980 AT5G04740 AT3G08580 AT1G70985 AT1G28670 AT1G79500 AT2G23410 AT4G14880 AT3G15730
ALCOHOL_CATABOLIC_PROCESS	4.29975951058692e-07	4.76184984803174e-06	0.674962860011025	-0.550617834778648	-1.40427687732551	471	AT3G26520 AT2G36830 AT1G64770 AT1G32470 AT5G19220 AT3G46780 AT1G66200 AT3G16250 AT1G70760 AT5G35630 AT1G18730 AT4G09010 AT1G42970 AT1G20020 AT2G35370 AT1G10360 AT1G32060 AT1G19150 AT1G51110 AT4G26520 AT5G23060 AT2G43560 AT5G18660 AT2G36145 AT2G21960 AT2G30870 AT5G58260 AT3G55800 AT1G20340 AT2G21530 AT3G22210 AT5G09660 AT2G44060 AT5G08050 AT1G12900 AT3G53420 AT3G63140 AT3G48420 AT4G38970 AT1G08380 AT1G47840 AT1G14345 AT1G65230 AT1G75690 AT5G64040 AT5G66190 AT3G26650 AT1G07890 AT1G05850 AT1G03630 AT4G29220 AT1G13930 AT1G09780 AT4G17260 AT3G54050 AT3G61870 AT4G03280 AT1G50900 AT2G22480 AT3G59400 AT1G76450 AT1G62780 AT4G00370 AT5G23120 AT3G20390 AT5G36120 AT3G50820 AT4G34190 AT1G15980 AT3G48730 AT3G47650 AT4G09650 AT5G06290 AT5G02270 AT5G12250 AT1G12230 AT2G45790 AT3G49360 AT4G33010 AT5G60920 AT4G02530 AT4G27700 AT1G18060 AT1G78040 AT3G51820 AT5G52780 AT5G51820 AT2G39770 AT1G14150 AT1G10960 AT3G12780 AT4G28740 AT3G29360 AT3G48200 AT4G33470 AT2G21280 AT4G17600 AT1G22630 AT1G09340 AT2G21370 AT5G16510 AT3G04790 AT3G25530 AT2G41540 AT1G02500 AT1G17650 AT1G74380 AT5G05170 AT5G62790 AT1G05190 AT4G33530 AT2G33180 AT5G52970 AT1G05385 AT1G69740 AT5G48300 AT3G59780 AT5G24400 AT2G19800 AT1G22170 AT1G47128 AT1G20950 AT3G24430 AT1G62750 AT2G24090 AT4G34720 AT5G11670 AT1G08540 AT3G17210 AT1G65930 AT5G39730 AT5G36290 AT2G45960 AT5G44520 AT2G30950 AT3G63190 AT5G04360 AT5G17170 AT3G52930 AT5G08280 AT5G30510 AT4G31340 AT2G21170 AT1G24180 AT2G44920 AT1G56190 AT4G32410 AT1G12000 AT3G51160 AT3G60750 AT2G30050 AT5G66510 AT1G01090 AT1G23190 AT4G32260 AT3G15360 AT5G61780 AT5G20080 AT1G78900 AT5G14910 AT1G06040 AT5G52840 AT5G03650 AT5G53580 AT2G34860 AT4G34090 AT1G75350 AT1G15120 AT4G14890 AT4G24190 AT2G23670 AT4G13940 AT1G12840 AT1G53310 AT2G16510 AT3G61440 AT1G74030 AT5G51720 AT1G23490 AT3G01480 AT2G02050 AT3G23600 AT3G61580 AT1G70770 AT1G20693 AT1G50250 AT3G63490 AT1G12800 AT5G49720 AT1G13440 AT1G60710 AT5G42740 AT4G35760 AT3G52880 AT2G27680 AT3G55330 AT2G20610 AT2G24200 AT4G34490 AT1G16080 AT4G38510 AT3G02360 AT1G72150 AT3G52990
