userId	geneSymbol	geneName	entrezgene	gLink
828853	PORB	protochlorophyllide oxidoreductase B	828853	https://www.ncbi.nlm.nih.gov/gene/?term=828853
829167	GAE1	UDP-D-glucuronate 4-epimerase 1	829167	https://www.ncbi.nlm.nih.gov/gene/?term=829167
839408	SOM	NA	839408	https://www.ncbi.nlm.nih.gov/gene/?term=839408
824861	CRD1	dicarboxylate diiron protein, putative (Crd1)	824861	https://www.ncbi.nlm.nih.gov/gene/?term=824861
836047	UXS3	UDP-glucuronic acid decarboxylase 3	836047	https://www.ncbi.nlm.nih.gov/gene/?term=836047
843628	HTH	NA	843628	https://www.ncbi.nlm.nih.gov/gene/?term=843628
828484	LACS4	NA	828484	https://www.ncbi.nlm.nih.gov/gene/?term=828484
828404	AT4G23050	NA	828404	https://www.ncbi.nlm.nih.gov/gene/?term=828404
829170	AT4G30470	NA	829170	https://www.ncbi.nlm.nih.gov/gene/?term=829170
844001	OPR1	12-oxophytodienoate reductase 1	844001	https://www.ncbi.nlm.nih.gov/gene/?term=844001
824262	XERO1	dehydrin xero 1	824262	https://www.ncbi.nlm.nih.gov/gene/?term=824262
821965	GAE6	UDP-D-glucuronate 4-epimerase 6	821965	https://www.ncbi.nlm.nih.gov/gene/?term=821965
824702	CER10	NA	824702	https://www.ncbi.nlm.nih.gov/gene/?term=824702
844193	RHM1	rhamnose biosynthesis 1	844193	https://www.ncbi.nlm.nih.gov/gene/?term=844193
822324	TSO2	NA	822324	https://www.ncbi.nlm.nih.gov/gene/?term=822324
816103	HB1	hemoglobin 1	816103	https://www.ncbi.nlm.nih.gov/gene/?term=816103
827734	AT4G19880	NA	827734	https://www.ncbi.nlm.nih.gov/gene/?term=827734
838289	GSTU25	glutathione S-transferase TAU 25	838289	https://www.ncbi.nlm.nih.gov/gene/?term=838289
817504	TUB7	tubulin beta-7 chain	817504	https://www.ncbi.nlm.nih.gov/gene/?term=817504
828290	sks4	SKU5 similar 4	828290	https://www.ncbi.nlm.nih.gov/gene/?term=828290
824510	PIP2A	plasma membrane intrinsic protein 2A	824510	https://www.ncbi.nlm.nih.gov/gene/?term=824510
818390	AUX1	NA	818390	https://www.ncbi.nlm.nih.gov/gene/?term=818390
818558	RCA	rubisco activase	818558	https://www.ncbi.nlm.nih.gov/gene/?term=818558
842945	BGLU22	NA	842945	https://www.ncbi.nlm.nih.gov/gene/?term=842945
824031	CXE13	carboxyesterase 13	824031	https://www.ncbi.nlm.nih.gov/gene/?term=824031
828805	NA	aconitase 2	828805	https://www.ncbi.nlm.nih.gov/gene/?term=828805
814744	LCR68	low-molecular-weight cysteine-rich 68	814744	https://www.ncbi.nlm.nih.gov/gene/?term=814744
6240762	AT1G27461	NA	6240762	https://www.ncbi.nlm.nih.gov/gene/?term=6240762
837178	PSBP-1	photosystem II subunit P-1	837178	https://www.ncbi.nlm.nih.gov/gene/?term=837178
820584	BGAL1	beta galactosidase 1	820584	https://www.ncbi.nlm.nih.gov/gene/?term=820584
834652	APE2	NA	834652	https://www.ncbi.nlm.nih.gov/gene/?term=834652
839619	AT1G27300	NA	839619	https://www.ncbi.nlm.nih.gov/gene/?term=839619
830735	AGAL2	alpha-galactosidase 2	830735	https://www.ncbi.nlm.nih.gov/gene/?term=830735
824847	CAM3	calmodulin 3	824847	https://www.ncbi.nlm.nih.gov/gene/?term=824847
835006	ACLB-2	ATP citrate lyase subunit B 2	835006	https://www.ncbi.nlm.nih.gov/gene/?term=835006
838694	AT1G21000	NA	838694	https://www.ncbi.nlm.nih.gov/gene/?term=838694
818973	SSI2	NA	818973	https://www.ncbi.nlm.nih.gov/gene/?term=818973
834996	BXL1	beta-xylosidase 1	834996	https://www.ncbi.nlm.nih.gov/gene/?term=834996
819337	LACS1	NA	819337	https://www.ncbi.nlm.nih.gov/gene/?term=819337
828669	DTX35	detoxifying efflux carrier 35	828669	https://www.ncbi.nlm.nih.gov/gene/?term=828669
832049	AT5G19290	NA	832049	https://www.ncbi.nlm.nih.gov/gene/?term=832049
843788	AT1G74470	NA	843788	https://www.ncbi.nlm.nih.gov/gene/?term=843788
843420	MLP28	MLP-like protein 28	843420	https://www.ncbi.nlm.nih.gov/gene/?term=843420
815247	XTH4	xyloglucan endotransglucosylase/hydrolase 4	815247	https://www.ncbi.nlm.nih.gov/gene/?term=815247
831216	SMT1	sterol methyltransferase 1	831216	https://www.ncbi.nlm.nih.gov/gene/?term=831216
824547	Fes1B	Fes1B	824547	https://www.ncbi.nlm.nih.gov/gene/?term=824547
818562	CYT1	NA	818562	https://www.ncbi.nlm.nih.gov/gene/?term=818562
821303	AT3G03270	NA	821303	https://www.ncbi.nlm.nih.gov/gene/?term=821303
820591	ATBFRUCT1	NA	820591	https://www.ncbi.nlm.nih.gov/gene/?term=820591
840454	CINV1	cytosolic invertase 1	840454	https://www.ncbi.nlm.nih.gov/gene/?term=840454
827956	PIP1;4	plasma membrane intrinsic protein 1;4	827956	https://www.ncbi.nlm.nih.gov/gene/?term=827956
830544	AT5G06560	NA	830544	https://www.ncbi.nlm.nih.gov/gene/?term=830544
831856	Hsp70-2	NA	831856	https://www.ncbi.nlm.nih.gov/gene/?term=831856
822277	GAPA	glyceraldehyde 3-phosphate dehydrogenase A subunit	822277	https://www.ncbi.nlm.nih.gov/gene/?term=822277
828582	ECIP1	NA	828582	https://www.ncbi.nlm.nih.gov/gene/?term=828582
842477	GPT2	glucose-6-phosphate/phosphate translocator 2	842477	https://www.ncbi.nlm.nih.gov/gene/?term=842477
817732	UGT74D1	UDP-glucosyl transferase 74D1	817732	https://www.ncbi.nlm.nih.gov/gene/?term=817732
839522	AT1G04430	NA	839522	https://www.ncbi.nlm.nih.gov/gene/?term=839522
827230	CLA1	Deoxyxylulose-5-phosphate synthase	827230	https://www.ncbi.nlm.nih.gov/gene/?term=827230
834876	ACAT2	acetoacetyl-CoA thiolase 2	834876	https://www.ncbi.nlm.nih.gov/gene/?term=834876
841033	NPQ4	NA	841033	https://www.ncbi.nlm.nih.gov/gene/?term=841033
818961	AT2G43590	NA	818961	https://www.ncbi.nlm.nih.gov/gene/?term=818961
842747	GH9C2	glycosyl hydrolase 9C2	842747	https://www.ncbi.nlm.nih.gov/gene/?term=842747
817599	C4H	cinnamate-4-hydroxylase	817599	https://www.ncbi.nlm.nih.gov/gene/?term=817599
840895	GAPB	glyceraldehyde-3-phosphate dehydrogenase B subunit	840895	https://www.ncbi.nlm.nih.gov/gene/?term=840895
821138	NA	homeobox 1	821138	https://www.ncbi.nlm.nih.gov/gene/?term=821138
817715	GPX2	glutathione peroxidase 2	817715	https://www.ncbi.nlm.nih.gov/gene/?term=817715
838847	AT1G22410	Class-II DAHP synthetase family protein	838847	https://www.ncbi.nlm.nih.gov/gene/?term=838847
820958	AT3G17020	NA	820958	https://www.ncbi.nlm.nih.gov/gene/?term=820958
843911	TUB1	tubulin beta-1 chain	843911	https://www.ncbi.nlm.nih.gov/gene/?term=843911
824566	AT3G53990	NA	824566	https://www.ncbi.nlm.nih.gov/gene/?term=824566
830453	CPD	NA	830453	https://www.ncbi.nlm.nih.gov/gene/?term=830453
835538	FQR1	flavodoxin-like quinone reductase 1	835538	https://www.ncbi.nlm.nih.gov/gene/?term=835538
840977	FTM1	NA	840977	https://www.ncbi.nlm.nih.gov/gene/?term=840977
821191	ICME-LIKE2	NA	821191	https://www.ncbi.nlm.nih.gov/gene/?term=821191
843835	FAB1	fatty acid biosynthesis 1	843835	https://www.ncbi.nlm.nih.gov/gene/?term=843835
843541	AT1G72100	NA	843541	https://www.ncbi.nlm.nih.gov/gene/?term=843541
843450	RSW10	NA	843450	https://www.ncbi.nlm.nih.gov/gene/?term=843450
819022	MTHFR2	methylenetetrahydrofolate reductase 2	819022	https://www.ncbi.nlm.nih.gov/gene/?term=819022
816832	SCPL9	serine carboxypeptidase-like 9	816832	https://www.ncbi.nlm.nih.gov/gene/?term=816832
820241	AT3G10720	NA	820241	https://www.ncbi.nlm.nih.gov/gene/?term=820241
839235	PIP1C	plasma membrane intrinsic protein 1C	839235	https://www.ncbi.nlm.nih.gov/gene/?term=839235
829458	PME44	pectin methylesterase 44	829458	https://www.ncbi.nlm.nih.gov/gene/?term=829458
821352	AT3G18240	NA	821352	https://www.ncbi.nlm.nih.gov/gene/?term=821352
835889	CER3	NA	835889	https://www.ncbi.nlm.nih.gov/gene/?term=835889
841529	bHLH115	NA	841529	https://www.ncbi.nlm.nih.gov/gene/?term=841529
828302	SRF8	STRUBBELIG-receptor family 8	828302	https://www.ncbi.nlm.nih.gov/gene/?term=828302
843589	AT1G72570	NA	843589	https://www.ncbi.nlm.nih.gov/gene/?term=843589
827051	XTH15	xyloglucan endotransglucosylase/hydrolase 15	827051	https://www.ncbi.nlm.nih.gov/gene/?term=827051
831330	FDH	formate dehydrogenase	831330	https://www.ncbi.nlm.nih.gov/gene/?term=831330
836210	MYB34	myb domain protein 34	836210	https://www.ncbi.nlm.nih.gov/gene/?term=836210
819633	IAA16	indoleacetic acid-induced protein 16	819633	https://www.ncbi.nlm.nih.gov/gene/?term=819633
843902	GH9B7	glycosyl hydrolase 9B7	843902	https://www.ncbi.nlm.nih.gov/gene/?term=843902
830779	ATAF2	NA	830779	https://www.ncbi.nlm.nih.gov/gene/?term=830779
827996	PETC	photosynthetic electron transfer C	827996	https://www.ncbi.nlm.nih.gov/gene/?term=827996
831709	ABCI20	non-intrinsic ABC protein 9	831709	https://www.ncbi.nlm.nih.gov/gene/?term=831709
819584	LTL1	Li-tolerant lipase 1	819584	https://www.ncbi.nlm.nih.gov/gene/?term=819584
838535	AT1G19490	NA	838535	https://www.ncbi.nlm.nih.gov/gene/?term=838535
838622	DRT112	NA	838622	https://www.ncbi.nlm.nih.gov/gene/?term=838622
833535	GS2	glutamine synthetase 2	833535	https://www.ncbi.nlm.nih.gov/gene/?term=833535
826851	SKU5	NA	826851	https://www.ncbi.nlm.nih.gov/gene/?term=826851
832743	AT5G26850	NA	832743	https://www.ncbi.nlm.nih.gov/gene/?term=832743
829561	UGT73B1	UDP-glucosyl transferase 73B1	829561	https://www.ncbi.nlm.nih.gov/gene/?term=829561
834635	AT5G45950	NA	834635	https://www.ncbi.nlm.nih.gov/gene/?term=834635
818161	AT2G35880	NA	818161	https://www.ncbi.nlm.nih.gov/gene/?term=818161
828131	AT4G01700	NA	828131	https://www.ncbi.nlm.nih.gov/gene/?term=828131
839349	CIPK9	CBL-interacting protein kinase 9	839349	https://www.ncbi.nlm.nih.gov/gene/?term=839349
818752	GPDHC1	NA	818752	https://www.ncbi.nlm.nih.gov/gene/?term=818752
831402	UGD3	NA	831402	https://www.ncbi.nlm.nih.gov/gene/?term=831402
820216	HB2	hemoglobin 2	820216	https://www.ncbi.nlm.nih.gov/gene/?term=820216
827470	G3Pp4	NA	827470	https://www.ncbi.nlm.nih.gov/gene/?term=827470
839871	CAB1	chlorophyll A/B binding protein 1	839871	https://www.ncbi.nlm.nih.gov/gene/?term=839871
831705	AT5G01870	NA	831705	https://www.ncbi.nlm.nih.gov/gene/?term=831705
815558	AT2G10940	NA	815558	https://www.ncbi.nlm.nih.gov/gene/?term=815558
828475	CRF2	cytokinin response factor 2	828475	https://www.ncbi.nlm.nih.gov/gene/?term=828475
831095	AT5G02580	argininosuccinate lyase	831095	https://www.ncbi.nlm.nih.gov/gene/?term=831095
824323	LTP5	lipid transfer protein 5	824323	https://www.ncbi.nlm.nih.gov/gene/?term=824323
837428	SRC2	soybean gene regulated by cold-2	837428	https://www.ncbi.nlm.nih.gov/gene/?term=837428
824746	SBPASE	sedoheptulose-bisphosphatase	824746	https://www.ncbi.nlm.nih.gov/gene/?term=824746
839515	GSTF6	glutathione S-transferase 6	839515	https://www.ncbi.nlm.nih.gov/gene/?term=839515
818586	AT2G39980	NA	818586	https://www.ncbi.nlm.nih.gov/gene/?term=818586
843182	KCS6	3-ketoacyl-CoA synthase 6	843182	https://www.ncbi.nlm.nih.gov/gene/?term=843182
834780	AT5G47330	NA	834780	https://www.ncbi.nlm.nih.gov/gene/?term=834780
838288	GSTU24	glutathione S-transferase TAU 24	838288	https://www.ncbi.nlm.nih.gov/gene/?term=838288
817403	RAP2.7	related to AP2.7	817403	https://www.ncbi.nlm.nih.gov/gene/?term=817403
843100	AT1G67750	NA	843100	https://www.ncbi.nlm.nih.gov/gene/?term=843100
824330	AT3G51670	NA	824330	https://www.ncbi.nlm.nih.gov/gene/?term=824330
820893	JAL33	NA	820893	https://www.ncbi.nlm.nih.gov/gene/?term=820893
837068	URH2	uridine-ribohydrolase 2	837068	https://www.ncbi.nlm.nih.gov/gene/?term=837068
821679	ABCC8	multidrug resistance-associated protein 6	821679	https://www.ncbi.nlm.nih.gov/gene/?term=821679
831039	NADP-ME2	NADP-malic enzyme 2	831039	https://www.ncbi.nlm.nih.gov/gene/?term=831039
828467	AT4G23670	NA	828467	https://www.ncbi.nlm.nih.gov/gene/?term=828467
828273	MSRB9	methionine sulfoxide reductase B9	828273	https://www.ncbi.nlm.nih.gov/gene/?term=828273
822833	ERD5	NA	822833	https://www.ncbi.nlm.nih.gov/gene/?term=822833
831596	UGP2	UDP-glucose pyrophosphorylase 2	831596	https://www.ncbi.nlm.nih.gov/gene/?term=831596
843546	PATL1	PATELLIN 1	843546	https://www.ncbi.nlm.nih.gov/gene/?term=843546
821964	SAHH2	S-adenosyl-l-homocysteine (SAH) hydrolase 2	821964	https://www.ncbi.nlm.nih.gov/gene/?term=821964
835926	PHOT2	phototropin 2	835926	https://www.ncbi.nlm.nih.gov/gene/?term=835926
817390	GLYI8	NA	817390	https://www.ncbi.nlm.nih.gov/gene/?term=817390
822525	MYB30	myb domain protein 30	822525	https://www.ncbi.nlm.nih.gov/gene/?term=822525
836751	FNR1	ferredoxin-NADP[+]-oxidoreductase 1	836751	https://www.ncbi.nlm.nih.gov/gene/?term=836751
833928	UDG4	NA	833928	https://www.ncbi.nlm.nih.gov/gene/?term=833928
837558	WLIM1	NA	837558	https://www.ncbi.nlm.nih.gov/gene/?term=837558
838877	SUC2	sucrose-proton symporter 2	838877	https://www.ncbi.nlm.nih.gov/gene/?term=838877
826932	AT4G13180	NA	826932	https://www.ncbi.nlm.nih.gov/gene/?term=826932
832289	NAC089	NAC domain containing protein 89	832289	https://www.ncbi.nlm.nih.gov/gene/?term=832289
844222	AT1G78850	NA	844222	https://www.ncbi.nlm.nih.gov/gene/?term=844222
818020	CCP1	NA	818020	https://www.ncbi.nlm.nih.gov/gene/?term=818020
829445	AT4G33080	NA	829445	https://www.ncbi.nlm.nih.gov/gene/?term=829445
820771	MT3	metallothionein 3	820771	https://www.ncbi.nlm.nih.gov/gene/?term=820771
830036	AT4G38810	NA	830036	https://www.ncbi.nlm.nih.gov/gene/?term=830036
827650	ERD3	NA	827650	https://www.ncbi.nlm.nih.gov/gene/?term=827650
821147	NA	methionine synthase 2	821147	https://www.ncbi.nlm.nih.gov/gene/?term=821147
824287	F3H	flavanone 3-hydroxylase	824287	https://www.ncbi.nlm.nih.gov/gene/?term=824287
833954	AT5G39580	NA	833954	https://www.ncbi.nlm.nih.gov/gene/?term=833954
842075	AT1G56220	NA	842075	https://www.ncbi.nlm.nih.gov/gene/?term=842075
839502	PDLP2	plasmodesmata-located protein 2	839502	https://www.ncbi.nlm.nih.gov/gene/?term=839502
839993	GlcNAc1pUT1	N-acetylglucosamine-1-phosphate uridylyltransferase 1	839993	https://www.ncbi.nlm.nih.gov/gene/?term=839993
820891	JAL31	jacalin-related lectin 31	820891	https://www.ncbi.nlm.nih.gov/gene/?term=820891
838037	XTH28	xyloglucan endotransglucosylase/hydrolase 28	838037	https://www.ncbi.nlm.nih.gov/gene/?term=838037
844203	GGH3	gamma-glutamyl hydrolase 3	844203	https://www.ncbi.nlm.nih.gov/gene/?term=844203
824005	AT3G48460	NA	824005	https://www.ncbi.nlm.nih.gov/gene/?term=824005
838259	ACR11	uridylyltransferase-like protein	838259	https://www.ncbi.nlm.nih.gov/gene/?term=838259
832459	PEL3	NA	832459	https://www.ncbi.nlm.nih.gov/gene/?term=832459
816329	bZIP2	basic leucine-zipper 2	816329	https://www.ncbi.nlm.nih.gov/gene/?term=816329
844173	GSTU20	glutathione S-transferase TAU 20	844173	https://www.ncbi.nlm.nih.gov/gene/?term=844173
819378	UXS4	UDP-xylose synthase 4	819378	https://www.ncbi.nlm.nih.gov/gene/?term=819378
843988	AT1G76550	NA	843988	https://www.ncbi.nlm.nih.gov/gene/?term=843988
816133	AT2G16365	NA	816133	https://www.ncbi.nlm.nih.gov/gene/?term=816133
831207	GUN5	magnesium-chelatase subunit chlH, chloroplast, putative / Mg-protoporphyrin IX chelatase, putative (CHLH)	831207	https://www.ncbi.nlm.nih.gov/gene/?term=831207
820441	DRT100	NA	820441	https://www.ncbi.nlm.nih.gov/gene/?term=820441
826626	LHCB5	light harvesting complex of photosystem II 5	826626	https://www.ncbi.nlm.nih.gov/gene/?term=826626
827641	NLM1	NOD26-like major intrinsic protein 1	827641	https://www.ncbi.nlm.nih.gov/gene/?term=827641
821806	AOX1A	alternative oxidase 1A	821806	https://www.ncbi.nlm.nih.gov/gene/?term=821806
815086	GRP3S	glycine-rich protein 3 short	815086	https://www.ncbi.nlm.nih.gov/gene/?term=815086
826983	AMT1;1	ammonium transporter 1;1	826983	https://www.ncbi.nlm.nih.gov/gene/?term=826983
832254	AT5G21940	hybrid signal transduction histidine kinase M-like protein	832254	https://www.ncbi.nlm.nih.gov/gene/?term=832254
817601	RPT2	NA	817601	https://www.ncbi.nlm.nih.gov/gene/?term=817601
841080	BGAL5	beta-galactosidase 5	841080	https://www.ncbi.nlm.nih.gov/gene/?term=841080
821932	AT3G23530	NA	821932	https://www.ncbi.nlm.nih.gov/gene/?term=821932
842775	BDG1	NA	842775	https://www.ncbi.nlm.nih.gov/gene/?term=842775
827780	AT4G20320	NA	827780	https://www.ncbi.nlm.nih.gov/gene/?term=827780
843725	UGT89B1	UDP-glucosyl transferase 89B1	843725	https://www.ncbi.nlm.nih.gov/gene/?term=843725
